## System ID,Tag Name,Retentive Mode,Initial Value,MODBUS Start Address,MODBUS End Address,Number of Characters,Number of Rows,Number of Columns,Wiring Label,Comment,Forceable,Init Forced,Init Force Value
## 2.0
C-000062,"P4_OFFSET_DONE",false,"False",,,,,,,,false,false,"False"
S16-000069,"P4_TMR_CURRENT_DAY",false,"0",,,,,,,,false,false,"0"
S16-000070,"P4_TMR_CURRENT_HOUR",false,"0",,,,,,,,false,false,"0"
S16-000071,"P4_TMR_CURRENT_MIN",false,"0",,,,,,,,false,false,"0"
C-000057,"P4_TMR_DONE",false,"False",,,,,,,,false,false,"False"
S32-000016,"P4_TMR_OFFSET",false,"0",,,,,,,,false,false,"0"
C-000060,"P4_TMR_OFFSET_EN",false,"False",,,,,,,,false,false,"False"
S32-000010,"P4_TMR_PRESET",false,"17280000",,,,,,,,false,false,"0"
S32-000036,"P4_TMR_PRESET_DAY",true,"0",,,,,,,,false,false,"0"
S32-000037,"P4_TMR_PRESET_HOUR",true,"12",,,,,,,,false,false,"0"
S32-000038,"P4_TMR_PRESET_MIN",true,"0",,,,,,,,false,false,"0"
S32-000024,"P4_TMR_TIMEOUT",false,"30000",,,,,,,,false,false,"0"
C-000067,"P4_TMR_TIMEOUT_DONE",false,"False",,,,,,,,false,false,"False"
S32-000025,"P4_TMR_TIMEOUT_VAL",false,"0",,,,,,,,false,false,"0"
S32-000011,"P4_TMR_VAL",true,"8428156",,,,,,,,false,false,"0"
C-000005,"P5",false,"False",,,,,,,,false,false,"False"
C-000006,"P6",false,"False",,,,,,,,false,false,"False"
C-000007,"P7",false,"False",,,,,,,,false,false,"False"
C-000008,"P8",false,"False",,,,,,,,false,false,"False"
C-000012,"P_ALL",false,"False",,,,,,,,false,false,"False"
SWR-001505,"Peak Logic Scan Time [x100=usec]",false,"0",,,,,,,"longest logic scan time",,,
SWR-001502,"Peak Scan Interval [x100=usec]",false,"0",,,,,,,"longest overall scan time",,,
SBRW-001006,"Portable Memory Device Eject",false,"False",,,,,,,"Users set to 1(ON) and the system reset to 0 as eject is completed",,,
SBR-000001,"Portable Memory Device Ready",false,"False",,,,,,,"PMD is installed and ready to use",,,
SWR-001512,"Program Memory Size",false,"0",,,,,,,"current percentage of CPU memory used by the project",,,
DO-0.1.4.3,"Pump1",false,"False",,,,,,,,false,false,"False"
C-000081,"Pump1_FLOOD_IN_PROG",false,"False",,,,,,,,false,false,"False"
C-000036,"Pump1_MCTRL",false,"False",,,,,,,"pump 1 manual control",false,false,"False"
C-000035,"Pump1_TMR",false,"False",,,,,,,,false,false,"False"
DO-0.1.4.4,"Pump2",false,"False",,,,,,,,false,false,"False"
C-000082,"Pump2_FLOOD_IN_PROG",false,"False",,,,,,,,false,false,"False"
C-000058,"Pump2_MCTRL",false,"False",,,,,,,,false,false,"False"
C-000050,"Pump2_TMR",false,"False",,,,,,,,false,false,"False"
C-000053,"Pump3_MCTRL",true,"True",,,,,,,"Z1 Water Circulation Pumps",false,false,"False"
C-000052,"Pump3_TMR",false,"False",,,,,,,,false,false,"False"
DO-0.1.4.6,"Pump4",false,"False",,,,,,,,false,false,"False"
C-000056,"Pump4_MCTRL",false,"False",,,,,,,,false,false,"False"
C-000055,"Pump4_TMR",false,"False",,,,,,,,false,false,"False"
DO-0.1.4.7,"Pump7",false,"False",,,,,,,,false,false,"False"
DO-0.1.4.8,"Pump8",false,"False",,,,,,,,false,false,"False"
C-000072,"RESET_ALARMS",false,"False",,,,,,,,false,false,"False"
C-000010,"RST_CTR",false,"False",,,,,,,,false,false,"False"
SBRW-001003,"Refresh Critical Error Log",false,"False",,,,,,,"set On to refresh the ""Critical Error Log""",,,
SBRW-001004,"Refresh Non-Critical Error Log",false,"False",,,,,,,"set On to refresh the ""Noncritical Error Log""",,,
SSTR-000103,"Requested Module Name",false,,,,50,,,,"name of specified module (see ""Identify Module Request bit"")",,,
MST-0.0.0.35,"SerialPortRdy",false,"False",,,,,,,"RS485 Port Ready Bit",false,false,"False"
SBR-001010,"Switch in Run Bit",false,"False",,,,,,,"On if CPU Switch is up (Run)",,,
SBR-001011,"Switch in Stop Bit",false,"False",,,,,,,"On if CPU Switch is down (Stop)",,,
US16-000024,"Tank1_Dose",true,"1",,,,,,,,false,false,"0"
US16-000025,"Tank2_Dose",true,"8",,,,,,,,false,false,"0"
US16-000026,"Tank3_Dose",true,"4",,,,,,,,false,false,"0"
C-000022,"TargetTempReached",false,"False",,,,,,,,false,false,"False"
US16-000004,"Temperature",false,"0",400004,400004,,,,,,false,false,"0"
F32-000005,"Temperature_C",false,"0.0",,,,,,,,false,false,"0.0"
US16-000005,"Temperature_Decimal",false,"0",400005,400005,,,,,,false,false,"0"
SWR-001507,"Total Scan Count1",false,"0",,,,,,,"total number of scans since entering Run mode (S32 low word)",,,
SWR-001508,"Total Scan Count2",false,"0",,,,,,,"total number of scans since entering Run mode (S32 high word)",,,
S32-000012,"Tray1_Tank",true,"2",,,,,,,,false,false,"0"
S32-000013,"Tray2_Tank",true,"1",,,,,,,,false,false,"0"
S32-000014,"Tray3_Tank",true,"4",,,,,,,,false,false,"0"
S32-000015,"Tray4_Tank",true,"2",,,,,,,,false,false,"0"
US8-000002,"Tray_Select",false,"0",,,,,,,,false,false,"0"
F32-000006,"VPD",false,"0.0",,,,,,,,false,false,"0.0"
C-000090,"WIPS.Enable",false,"False",,,,,,,,false,false,"False"
US16-000034,"WIPS.MAX_TEMP",true,"8500",,,,,,,,false,false,"0"
US16-000029,"WIPS.Z1.Humidity",false,"0",400087,400087,,,,,,false,false,"0"
US16-000028,"WIPS.Z1.Temperature",false,"0",400086,400086,,,,,,false,false,"0"
US16-000031,"WIPS.Z2.Humidity",false,"0",400089,400089,,,,,,false,false,"0"
US16-000030,"WIPS.Z2.Temperature",false,"0",400088,400088,,,,,,false,false,"0"
US16-000033,"WIPS.Z3.Humidity",false,"0",400091,400091,,,,,,false,false,"0"
US16-000032,"WIPS.Z3.Temperature",false,"0",400090,400090,,,,,,false,false,"0"
C-000089,"WIPS_Enabled",false,"False",,,,,,,,false,false,"False"
C-000040,"Was_DI-0.1.2.11",false,"False",,,,,,,,false,false,"False"
C-000041,"Was_DI-0.1.2.12",false,"False",,,,,,,,false,false,"False"
SBR-001016,"Watchdog Timeout",false,"False",,,,,,,"On if the actual scan time has exceeded the limit set in the project",,,
C-000033,"WaterManCtrl",false,"False",,,,,,,,false,false,"False"
C-000094,"WaterManCtrl_Z1A",true,"True",,,,,,,,false,false,"False"
C-000095,"WaterManCtrl_Z1B",true,"False",,,,,,,,false,false,"False"
F32-000001,"Water_Hardness_Factor",false,"0.9",,,,,,,,false,false,"0.0"
STR-000089,"WeatherDesc",false,,,,15,,,,,,,
STR-000002,"WeatherLookup.w200.Description",false,"tStrm W Lt Rain",,,15,,,,,,,
S16-000004,"WeatherLookup.w200.ID",true,"200",,,,,,,,false,false,"0"
STR-000001,"WeatherLookup.w200.Main",false,"Thunderstrom",,,15,,,,,,,
STR-000004,"WeatherLookup.w201.Description",false,"tStorm w rain",,,15,,,,,,,
S16-000005,"WeatherLookup.w201.ID",false,"201",,,,,,,,false,false,"0"
STR-000003,"WeatherLookup.w201.Main",false,"Thunderstorm",,,15,,,,,,,
STR-000006,"WeatherLookup.w202.Description",false,"tStrmW Hvy Rain",,,15,,,,,,,
S16-000006,"WeatherLookup.w202.ID",false,"202",,,,,,,,false,false,"0"
STR-000005,"WeatherLookup.w202.Main",false,"Thunderstorm",,,15,,,,,,,
STR-000008,"WeatherLookup.w210.Description",false,"lt thunderstorm",,,15,,,,,,,
S16-000007,"WeatherLookup.w210.ID",false,"210",,,,,,,,false,false,"0"
STR-000007,"WeatherLookup.w210.Main",false,"Thunderstorm",,,15,,,,,,,
STR-000010,"WeatherLookup.w211.Description",false,"thunderstorm",,,15,,,,,,,
S16-000008,"WeatherLookup.w211.ID",false,"211",,,,,,,,false,false,"0"
STR-000009,"WeatherLookup.w211.Main",false,"Thunderstorm",,,15,,,,,,,
STR-000012,"WeatherLookup.w212.Description",false,"hvy thunderstrm",,,15,,,,,,,
S16-000009,"WeatherLookup.w212.ID",false,"212",,,,,,,,false,false,"0"
STR-000011,"WeatherLookup.w212.Main",false,"Thunderstorm",,,15,,,,,,,
STR-000014,"WeatherLookup.w221.Description",false,"ragged tstrm",,,15,,,,,,,
S16-000010,"WeatherLookup.w221.ID",false,"221",,,,,,,,false,false,"0"
STR-000013,"WeatherLookup.w221.Main",false,"Thunderstorm",,,15,,,,,,,
STR-000016,"WeatherLookup.w230.Description",false,"tstrmw lt drizl",,,15,,,,,,,
S16-000011,"WeatherLookup.w230.ID",false,"230",,,,,,,,false,false,"0"
STR-000015,"WeatherLookup.w230.Main",false,"Thunderstorm",,,15,,,,,,,
STR-000018,"WeatherLookup.w231.Description",false,"tstrm w drizzle",,,15,,,,,,,
S16-000012,"WeatherLookup.w231.ID",false,"231",,,,,,,,false,false,"0"
STR-000017,"WeatherLookup.w231.Main",false,"Thunderstorm",,,15,,,,,,,
STR-000020,"WeatherLookup.w232.Description",false,"tstrm Whvy drzl",,,15,,,,,,,
S16-000013,"WeatherLookup.w232.ID",false,"232",,,,,,,,false,false,"0"
STR-000019,"WeatherLookup.w232.Main",false,"Thunderstorm",,,15,,,,,,,
STR-000022,"WeatherLookup.w300.Description",false,"light drizzle",,,15,,,,,,,
S16-000014,"WeatherLookup.w300.ID",false,"300",,,,,,,,false,false,"0"
STR-000021,"WeatherLookup.w300.Main",false,"Drizzle",,,15,,,,,,,
STR-000024,"WeatherLookup.w301.Description",false,"drizzle",,,15,,,,,,,
S16-000015,"WeatherLookup.w301.ID",false,"301",,,,,,,,false,false,"0"
STR-000023,"WeatherLookup.w301.Main",false,"Drizzle",,,15,,,,,,,
STR-000026,"WeatherLookup.w302.Description",false,"heavy drizzle",,,15,,,,,,,
S16-000016,"WeatherLookup.w302.ID",false,"302",,,,,,,,false,false,"0"
STR-000025,"WeatherLookup.w302.Main",false,"Drizzle",,,15,,,,,,,
STR-000028,"WeatherLookup.w310.Description",false,"lt drizzlWrain",,,15,,,,,,,
S16-000017,"WeatherLookup.w310.ID",false,"310",,,,,,,,false,false,"0"
STR-000027,"WeatherLookup.w310.Main",false,"Drizzle",,,15,,,,,,,
STR-000030,"WeatherLookup.w311.Description",false,"drizzle rain",,,15,,,,,,,
S16-000018,"WeatherLookup.w311.ID",false,"311",,,,,,,,false,false,"0"
STR-000029,"WeatherLookup.w311.Main",false,"Drizzle",,,15,,,,,,,
STR-000032,"WeatherLookup.w312.Description",false,"hvy drizlWrain",,,15,,,,,,,
S16-000019,"WeatherLookup.w312.ID",false,"312",,,,,,,,false,false,"0"
STR-000031,"WeatherLookup.w312.Main",false,"Drizzle",,,15,,,,,,,
STR-000034,"WeatherLookup.w313.Description",false,"shwrRainWdrizl",,,15,,,,,,,
S16-000020,"WeatherLookup.w313.ID",false,"313",,,,,,,,false,false,"0"
STR-000033,"WeatherLookup.w313.Main",false,"Drizzle",,,15,,,,,,,
STR-000036,"WeatherLookup.w314.Description",false,"hvyShwrRnWdrzl",,,15,,,,,,,
S16-000021,"WeatherLookup.w314.ID",false,"314",,,,,,,,false,false,"0"
STR-000035,"WeatherLookup.w314.Main",false,"Drizzle",,,15,,,,,,,
STR-000038,"WeatherLookup.w321.Description",false,"shwr drizzle",,,15,,,,,,,
S16-000022,"WeatherLookup.w321.ID",false,"321",,,,,,,,false,false,"0"
STR-000037,"WeatherLookup.w321.Main",false,"Drizzle",,,15,,,,,,,
STR-000040,"WeatherLookup.w500.Description",false,"light rain",,,15,,,,,,,
S16-000023,"WeatherLookup.w500.ID",false,"500",,,,,,,,false,false,"0"
STR-000039,"WeatherLookup.w500.Main",false,"Rain",,,15,,,,,,,
STR-000042,"WeatherLookup.w501.Description",false,"moderate rain",,,15,,,,,,,
S16-000024,"WeatherLookup.w501.ID",false,"501",,,,,,,,false,false,"0"
STR-000041,"WeatherLookup.w501.Main",false,"Rain",,,15,,,,,,,
STR-000044,"WeatherLookup.w502.Description",false,"heavy Rain",,,15,,,,,,,
S16-000025,"WeatherLookup.w502.ID",false,"502",,,,,,,,false,false,"0"
STR-000043,"WeatherLookup.w502.Main",false,"Rain",,,15,,,,,,,
STR-000046,"WeatherLookup.w503.Description",false,"very heavy rain",,,15,,,,,,,
S16-000026,"WeatherLookup.w503.ID",false,"503",,,,,,,,false,false,"0"
STR-000045,"WeatherLookup.w503.Main",false,"Rain",,,15,,,,,,,
STR-000048,"WeatherLookup.w504.Description",false,"extreme rain",,,15,,,,,,,
S16-000027,"WeatherLookup.w504.ID",false,"504",,,,,,,,false,false,"0"
STR-000047,"WeatherLookup.w504.Main",false,"Rain",,,15,,,,,,,
STR-000050,"WeatherLookup.w511.Description",false,"freezing rain",,,15,,,,,,,
S16-000028,"WeatherLookup.w511.ID",false,"511",,,,,,,,false,false,"0"
STR-000049,"WeatherLookup.w511.Main",false,"Rain",,,15,,,,,,,
STR-000052,"WeatherLookup.w520.Description",false,"lt Shwr rain",,,15,,,,,,,
S16-000029,"WeatherLookup.w520.ID",false,"520",,,,,,,,false,false,"0"
STR-000051,"WeatherLookup.w520.Main",false,"Rain",,,15,,,,,,,
STR-000054,"WeatherLookup.w521.Description",false,"shower rain",,,15,,,,,,,
S16-000030,"WeatherLookup.w521.ID",false,"521",,,,,,,,false,false,"0"
STR-000053,"WeatherLookup.w521.Main",false,"Rain",,,15,,,,,,,
STR-000056,"WeatherLookup.w522.Description",false,"heavy shwr rain",,,15,,,,,,,
S16-000031,"WeatherLookup.w522.ID",false,"522",,,,,,,,false,false,"0"
STR-000055,"WeatherLookup.w522.Main",false,"Rain",,,15,,,,,,,
STR-000058,"WeatherLookup.w531.Description",false,"ragged shwrRain",,,15,,,,,,,
S16-000032,"WeatherLookup.w531.ID",false,"531",,,,,,,,false,false,"0"
STR-000057,"WeatherLookup.w531.Main",false,"Rain",,,15,,,,,,,
STR-000060,"WeatherLookup.w701.Description",false,"mist",,,15,,,,,,,
S16-000033,"WeatherLookup.w701.ID",false,"701",,,,,,,,false,false,"0"
STR-000059,"WeatherLookup.w701.Main",false,"Mist",,,15,,,,,,,
STR-000062,"WeatherLookup.w711.Description",false,"smoke",,,15,,,,,,,
S16-000034,"WeatherLookup.w711.ID",false,"711",,,,,,,,false,false,"0"
STR-000061,"WeatherLookup.w711.Main",false,"Smoke",,,15,,,,,,,
STR-000064,"WeatherLookup.w721.Description",false,"haze",,,15,,,,,,,
S16-000035,"WeatherLookup.w721.ID",false,"721",,,,,,,,false,false,"0"
STR-000063,"WeatherLookup.w721.Main",false,"Haze",,,15,,,,,,,
STR-000066,"WeatherLookup.w731.Description",false,"dust whirls",,,15,,,,,,,
S16-000036,"WeatherLookup.w731.ID",false,"731",,,,,,,,false,false,"0"
STR-000065,"WeatherLookup.w731.Main",false,"Dust",,,15,,,,,,,
STR-000068,"WeatherLookup.w741.Description",false,"fog",,,15,,,,,,,
S16-000037,"WeatherLookup.w741.ID",false,"741",,,,,,,,false,false,"0"
STR-000067,"WeatherLookup.w741.Main",false,"Fog",,,15,,,,,,,
STR-000070,"WeatherLookup.w751.Description",false,"sand",,,15,,,,,,,
S16-000038,"WeatherLookup.w751.ID",false,"751",,,,,,,,false,false,"0"
STR-000069,"WeatherLookup.w751.Main",false,"Sand",,,15,,,,,,,
STR-000072,"WeatherLookup.w761.Description",false,"dust",,,15,,,,,,,
S16-000039,"WeatherLookup.w761.ID",false,"761",,,,,,,,false,false,"0"
STR-000071,"WeatherLookup.w761.Main",false,"Dust",,,15,,,,,,,
STR-000074,"WeatherLookup.w762.Description",false,"Volcanic Ash",,,15,,,,,,,
S16-000040,"WeatherLookup.w762.ID",false,"762",,,,,,,,false,false,"0"
STR-000073,"WeatherLookup.w762.Main",false,"Ash",,,15,,,,,,,
STR-000076,"WeatherLookup.w771.Description",false,"squalls",,,15,,,,,,,
S16-000041,"WeatherLookup.w771.ID",false,"771",,,,,,,,false,false,"0"
STR-000075,"WeatherLookup.w771.Main",false,"Squall",,,15,,,,,,,
STR-000078,"WeatherLookup.w781.Description",false,"tornado",,,15,,,,,,,
S16-000042,"WeatherLookup.w781.ID",false,"781",,,,,,,,false,false,"0"
STR-000077,"WeatherLookup.w781.Main",false,"Tornado",,,15,,,,,,,
STR-000080,"WeatherLookup.w800.Description",false,"clear sky",,,15,,,,,,,
S16-000043,"WeatherLookup.w800.ID",false,"800",,,,,,,,false,false,"0"
STR-000079,"WeatherLookup.w800.Main",false,"Clear",,,15,,,,,,,
STR-000082,"WeatherLookup.w801.Description",false,"few clouds",,,15,,,,,,,
S16-000044,"WeatherLookup.w801.ID",false,"801",,,,,,,,false,false,"0"
STR-000081,"WeatherLookup.w801.Main",false,"Clouds",,,15,,,,,,,
STR-000084,"WeatherLookup.w802.Description",false,"scatterd clouds",,,15,,,,,,,
S16-000045,"WeatherLookup.w802.ID",false,"802",,,,,,,,false,false,"0"
STR-000083,"WeatherLookup.w802.Main",false,"Clouds",,,15,,,,,,,
STR-000086,"WeatherLookup.w803.Description",false,"broken clouds",,,15,,,,,,,
S16-000046,"WeatherLookup.w803.ID",false,"803",,,,,,,,false,false,"0"
STR-000085,"WeatherLookup.w803.Main",false,"Clouds",,,15,,,,,,,
STR-000088,"WeatherLookup.w804.Description",false,"overcast clouds",,,15,,,,,,,
S16-000047,"WeatherLookup.w804.ID",true,"804",,,,,,,,false,false,"0"
STR-000087,"WeatherLookup.w804.Main",false,"Clouds",,,15,,,,,,,
STR-000090,"WeatherMain",false,,,,15,,,,,,,
DO-0.1.4.1,"Z1A_Flood_Pump",false,"False",,,,,,,,false,false,"False"
DO-0.1.1.6,"Z1A_Lights",false,"False",,,,,,,,false,false,"False"
DI-0.1.2.2,"Z1A_Tray_Flood_ALRM",false,"False",,,,,,,,false,false,"False"
DI-0.1.2.1,"Z1A_Tray_Flood_DN",false,"False",,,,,,,,false,false,"False"
DO-0.1.4.2,"Z1B_Flood_Pump",false,"False",,,,,,,,false,false,"False"
DO-0.1.1.8,"Z1B_Lights",false,"False",,,,,,,,false,false,"False"
DI-0.1.2.12,"Z1B_Tray_Flood_ALRM",false,"False",,,,,,,,false,false,"False"
DI-0.1.2.11,"Z1B_Tray_Flood_DN",false,"False",,,,,,,,false,false,"False"
DO-0.1.4.5,"Z1_Circulation_Pump",false,"False",,,,,,,,false,false,"False"
S16-000073,"Z1_EC",true,"13",,,,,,,,false,false,"0"
US16-000041,"Z1_Gallons_Capacity",true,"4000",,,,,,,,false,false,"0"
S16-000074,"Z1_PH",true,"814",,,,,,,,false,false,"0"
DI-0.1.2.7,"Z1_Res_20_Gal",false,"False",,,,,,,,false,false,"False"
DI-0.1.2.8,"Z1_Res_40_Gal",false,"False",,,,,,,,false,false,"False"
DI-0.1.2.3,"Z1_Res_60_Gal",false,"False",,,,,,,,false,false,"False"
DI-0.1.2.4,"Z1_Res_70_Gal",false,"False",,,,,,,,false,false,"False"
C-000091,"Z1_Res_ALARM",false,"False",,,,,,,,false,false,"False"
US16-000037,"Z1_Res_Gallons_Replaced",true,"0",,,,,,,,false,false,"0"
C-000092,"Z1_Res_Refill_Submit",false,"False",,,,,,,,false,false,"False"
US16-000038,"Z1_Res_Refill_seconds",false,"0",,,,,,,,false,false,"0"
S16-000075,"Z1_Water_Temp",true,"6575",,,,,,,,false,false,"0"
S16-000076,"Z2_EC",true,"1068",,,,,,,,false,false,"0"
US16-000042,"Z2_Gallons_Capacity",true,"2000",,,,,,,,false,false,"0"
S16-000077,"Z2_PH",true,"1111",,,,,,,,false,false,"0"
DI-0.1.2.5,"Z2_Res_20_Gal",false,"False",,,,,,,,false,false,"False"
US16-000039,"Z2_Res_Gallons_Replaced",true,"0",,,,,,,,false,false,"0"
C-000093,"Z2_Res_Refill_Submit",false,"False",,,,,,,,false,false,"False"
US16-000040,"Z2_Res_Refill_seconds",false,"0",,,,,,,,false,false,"0"
DI-0.1.2.6,"Z2_Tray_Flood_DN",false,"False",,,,,,,,false,false,"False"
S16-000078,"Z2_Water_Temp",true,"6698",,,,,,,,false,false,"0"
C-000019,"airFlowManual",false,"False",,,,,,,,false,false,"False"
C-000018,"airPumpManual",false,"False",,,,,,,,false,false,"False"
C-000017,"air_enableManual",false,"False",,,,,,,,false,false,"False"
C-000032,"begin_For",false,"False",,,,,,,,false,false,"False"
S32-000003,"currentFuncTMR",false,"0",,,,,,,,false,false,"0"
AR1US16-000013(1),"daily_max_arr(1)",FALSE,"0",400062,400062,,,6,,,,,
AR1US16-000013(2),"daily_max_arr(2)",FALSE,"0",400063,400063,,,,,,,,
AR1US16-000013(3),"daily_max_arr(3)",FALSE,"0",400064,400064,,,,,,,,
AR1US16-000013(4),"daily_max_arr(4)",FALSE,"0",400065,400065,,,,,,,,
AR1US16-000013(5),"daily_max_arr(5)",FALSE,"0",400066,400066,,,,,,,,
AR1US16-000013(6),"daily_max_arr(6)",FALSE,"0",400067,400067,,,,,,,,
AR1US16-000014(1),"daily_min_arr(1)",FALSE,"0",400068,400068,,,6,,,,,
AR1US16-000014(2),"daily_min_arr(2)",FALSE,"0",400069,400069,,,,,,,,
AR1US16-000014(3),"daily_min_arr(3)",FALSE,"0",400070,400070,,,,,,,,
AR1US16-000014(4),"daily_min_arr(4)",FALSE,"0",400071,400071,,,,,,,,
AR1US16-000014(5),"daily_min_arr(5)",FALSE,"0",400072,400072,,,,,,,,
AR1US16-000014(6),"daily_min_arr(6)",FALSE,"0",400073,400073,,,,,,,,
US16-000020,"forecast_MQTT",false,"0",400018,400018,,,,,,false,false,"0"
AR1US16-000003(1),"forecast_day_arr(1)",FALSE,"0",,,,,12,,,,,
AR1US16-000003(2),"forecast_day_arr(2)",FALSE,"0",,,,,,,,,,
AR1US16-000003(3),"forecast_day_arr(3)",FALSE,"0",,,,,,,,,,
AR1US16-000003(4),"forecast_day_arr(4)",FALSE,"0",,,,,,,,,,
AR1US16-000003(5),"forecast_day_arr(5)",FALSE,"0",,,,,,,,,,
AR1US16-000003(6),"forecast_day_arr(6)",FALSE,"0",,,,,,,,,,
AR1US16-000003(7),"forecast_day_arr(7)",FALSE,"0",,,,,,,,,,
AR1US16-000003(8),"forecast_day_arr(8)",FALSE,"0",,,,,,,,,,
AR1US16-000003(9),"forecast_day_arr(9)",FALSE,"0",,,,,,,,,,
AR1US16-000003(10),"forecast_day_arr(10)",FALSE,"0",,,,,,,,,,
AR1US16-000003(11),"forecast_day_arr(11)",FALSE,"0",,,,,,,,,,
AR1US16-000003(12),"forecast_day_arr(12)",FALSE,"0",,,,,,,,,,
AR1US16-000005(1),"forecast_hour_arr(1)",FALSE,"0",,,,,12,,,,,
AR1US16-000005(2),"forecast_hour_arr(2)",FALSE,"0",,,,,,,,,,
AR1US16-000005(3),"forecast_hour_arr(3)",FALSE,"0",,,,,,,,,,
AR1US16-000005(4),"forecast_hour_arr(4)",FALSE,"0",,,,,,,,,,
AR1US16-000005(5),"forecast_hour_arr(5)",FALSE,"0",,,,,,,,,,
AR1US16-000005(6),"forecast_hour_arr(6)",FALSE,"0",,,,,,,,,,
AR1US16-000005(7),"forecast_hour_arr(7)",FALSE,"0",,,,,,,,,,
AR1US16-000005(8),"forecast_hour_arr(8)",FALSE,"0",,,,,,,,,,
AR1US16-000005(9),"forecast_hour_arr(9)",FALSE,"0",,,,,,,,,,
AR1US16-000005(10),"forecast_hour_arr(10)",FALSE,"0",,,,,,,,,,
AR1US16-000005(11),"forecast_hour_arr(11)",FALSE,"0",,,,,,,,,,
AR1US16-000005(12),"forecast_hour_arr(12)",FALSE,"0",,,,,,,,,,
AR1US16-000008(1),"forecast_minute_arr(1)",FALSE,"0",,,,,12,,,,,
AR1US16-000008(2),"forecast_minute_arr(2)",FALSE,"0",,,,,,,,,,
AR1US16-000008(3),"forecast_minute_arr(3)",FALSE,"0",,,,,,,,,,
AR1US16-000008(4),"forecast_minute_arr(4)",FALSE,"0",,,,,,,,,,
AR1US16-000008(5),"forecast_minute_arr(5)",FALSE,"0",,,,,,,,,,
AR1US16-000008(6),"forecast_minute_arr(6)",FALSE,"0",,,,,,,,,,
AR1US16-000008(7),"forecast_minute_arr(7)",FALSE,"0",,,,,,,,,,
AR1US16-000008(8),"forecast_minute_arr(8)",FALSE,"0",,,,,,,,,,
AR1US16-000008(9),"forecast_minute_arr(9)",FALSE,"0",,,,,,,,,,
AR1US16-000008(10),"forecast_minute_arr(10)",FALSE,"0",,,,,,,,,,
AR1US16-000008(11),"forecast_minute_arr(11)",FALSE,"0",,,,,,,,,,
AR1US16-000008(12),"forecast_minute_arr(12)",FALSE,"0",,,,,,,,,,
AR1US16-000002(1),"forecast_month_arr(1)",FALSE,"0",,,,,12,,,,,
AR1US16-000002(2),"forecast_month_arr(2)",FALSE,"0",,,,,,,,,,
AR1US16-000002(3),"forecast_month_arr(3)",FALSE,"0",,,,,,,,,,
AR1US16-000002(4),"forecast_month_arr(4)",FALSE,"0",,,,,,,,,,
AR1US16-000002(5),"forecast_month_arr(5)",FALSE,"0",,,,,,,,,,
AR1US16-000002(6),"forecast_month_arr(6)",FALSE,"0",,,,,,,,,,
AR1US16-000002(7),"forecast_month_arr(7)",FALSE,"0",,,,,,,,,,
AR1US16-000002(8),"forecast_month_arr(8)",FALSE,"0",,,,,,,,,,
AR1US16-000002(9),"forecast_month_arr(9)",FALSE,"0",,,,,,,,,,
AR1US16-000002(10),"forecast_month_arr(10)",FALSE,"0",,,,,,,,,,
AR1US16-000002(11),"forecast_month_arr(11)",FALSE,"0",,,,,,,,,,
AR1US16-000002(12),"forecast_month_arr(12)",FALSE,"0",,,,,,,,,,
AR1US16-000004(1),"forecast_year_arr(1)",FALSE,"0",,,,,12,,,,,
AR1US16-000004(2),"forecast_year_arr(2)",FALSE,"0",,,,,,,,,,
AR1US16-000004(3),"forecast_year_arr(3)",FALSE,"0",,,,,,,,,,
AR1US16-000004(4),"forecast_year_arr(4)",FALSE,"0",,,,,,,,,,
AR1US16-000004(5),"forecast_year_arr(5)",FALSE,"0",,,,,,,,,,
AR1US16-000004(6),"forecast_year_arr(6)",FALSE,"0",,,,,,,,,,
AR1US16-000004(7),"forecast_year_arr(7)",FALSE,"0",,,,,,,,,,
AR1US16-000004(8),"forecast_year_arr(8)",FALSE,"0",,,,,,,,,,
AR1US16-000004(9),"forecast_year_arr(9)",FALSE,"0",,,,,,,,,,
AR1US16-000004(10),"forecast_year_arr(10)",FALSE,"0",,,,,,,,,,
AR1US16-000004(11),"forecast_year_arr(11)",FALSE,"0",,,,,,,,,,
AR1US16-000004(12),"forecast_year_arr(12)",FALSE,"0",,,,,,,,,,
C-000024,"heatPadEnable",false,"False",,,,,,,,false,false,"False"
C-000025,"heatPadManual",false,"False",,,,,,,,false,false,"False"
C-000016,"heater",false,"False",000008,000008,,,,,,false,false,"False"
C-000021,"heaterForceOff",false,"False",,,,,,,,false,false,"False"
C-000020,"heaterManual",false,"False",,,,,,,,false,false,"False"
AR1US16-000016(1),"hourly_hum_arr(1)",FALSE,"0",400080,400080,,,6,,,,,
AR1US16-000016(2),"hourly_hum_arr(2)",FALSE,"0",400081,400081,,,,,,,,
AR1US16-000016(3),"hourly_hum_arr(3)",FALSE,"0",400082,400082,,,,,,,,
AR1US16-000016(4),"hourly_hum_arr(4)",FALSE,"0",400083,400083,,,,,,,,
AR1US16-000016(5),"hourly_hum_arr(5)",FALSE,"0",400084,400084,,,,,,,,
AR1US16-000016(6),"hourly_hum_arr(6)",FALSE,"0",400085,400085,,,,,,,,
AR1US16-000015(1),"hourly_temp_arr(1)",FALSE,"0",400074,400074,,,6,,,,,
AR1US16-000015(2),"hourly_temp_arr(2)",FALSE,"0",400075,400075,,,,,,,,
